dag,tijd,jaar,gem_intensiteit
Friday,22:30,2024,578.6893039049236
Friday,22:45,2019,547.1222084367246
Friday,22:45,2020,426.0175438596491
Friday,22:45,2021,392.76932440657333
Friday,22:45,2022,505.1220159151194
Friday,22:45,2023,568.708229426434
Friday,22:45,2024,559.3471986417657
Friday,23:00,2019,532.272952853598
Friday,23:00,2020,405.0375939849624
Friday,23:00,2021,373.9525258673159
Friday,23:00,2022,494.06233421750665
Friday,23:00,2023,559.2543640897755
Friday,23:00,2024,550.9346349745331
Friday,23:15,2019,510.5781637717122
Friday,23:15,2020,380.08020050125316
Friday,23:15,2021,352.3895313451004
Friday,23:15,2022,487.3342175066313
Friday,23:15,2023,542.6583541147132
Friday,23:15,2024,534.5942275042445
Friday,23:30,2019,472.0334987593052
Friday,23:30,2020,344.0576441102757
Friday,23:30,2021,321.95739500912964
Friday,23:30,2022,451.026525198939
Friday,23:30,2023,498.36408977556107
Friday,23:30,2024,490.188455008489
Friday,23:45,2019,422.0843672456576
Friday,23:45,2020,304.76190476190476
Friday,23:45,2021,290.4856968959221
Friday,23:45,2022,393.58885941644564
Friday,23:45,2023,443.71009975062344
Friday,23:45,2024,438.374363327674
Monday,00:00,2019,216.34429280397023
Monday,00:00,2020,156.9504185447521
Monday,00:00,2021,153.59057071960297
Monday,00:00,2022,198.22811671087533
Monday,00:00,2023,224.55913978494624
Monday,00:00,2024,240.20836965998257
Monday,00:15,2019,189.67741935483872
Monday,00:15,2020,139.02124919510624
Monday,00:15,2021,144.27047146401986
Monday,00:15,2022,176.6339522546419
Monday,00:15,2023,204.3111954459203
Monday,00:15,2024,215.18482999128162
Monday,00:30,2019,166.2866004962779
Monday,00:30,2020,121.28525434642627
Monday,00:30,2021,122.66439205955335
Monday,00:30,2022,153.23474801061008
Monday,00:30,2023,176.2080961416825
Monday,00:30,2024,191.08913412563666
Monday,00:45,2019,146.83870967741936
Monday,00:45,2020,105.60463618802318
Monday,00:45,2021,107.07692307692308
Monday,00:45,2022,135.41976127320956
Monday,00:45,2023,152.1865907653384
